,brand,titles,titles_tag
1163,fea,black blue bruce clothe crue fea john large lennon men motley osbourne ozzy shirt short sleeve small springsteen,"[('black', 'ADJ'), ('blue', 'ADJ'), ('bruce', 'NOUN'), ('clothe', 'NOUN'), ('crue', 'ADJ'), ('fea', 'NOUN'), ('john', 'PROPN'), ('large', 'ADJ'), ('lennon', 'ADJ'), ('men', 'NOUN'), ('motley', 'VERB'), ('osbourne', 'NOUN'), ('ozzy', 'NOUN'), ('shirt', 'NOUN'), ('short', 'ADV'), ('sleeve', 'ADJ'), ('small', 'ADJ'), ('springsteen', 'NOUN')]"
1164,featherlite,bdu camo city clothe forcetm longer short ultra,"[('bdu', 'VERB'), ('camo', 'NOUN'), ('city', 'NOUN'), ('clothe', 'NOUN'), ('forcetm', 'NOUN'), ('longer', 'ADV'), ('short', 'ADJ'), ('ultra', 'ADV')]"
1165,feed,bag clothe fee food natural one programme size world,"[('bag', 'NOUN'), ('clothe', 'NOUN'), ('fee', 'NOUN'), ('food', 'NOUN'), ('natural', 'ADJ'), ('one', 'NUM'), ('programme', 'NOUN'), ('size', 'NOUN'), ('world', 'NOUN')]"
1166,feel beautiful,beautiful bra clothe convertible feel free seamless shape two underwire way white wire,"[('beautiful', 'ADJ'), ('bra', 'NOUN'), ('clothe', 'NOUN'), ('convertible', 'ADJ'), ('feel', 'VERB'), ('free', 'ADJ'), ('seamless', 'ADJ'), ('shape', 'NOUN'), ('two', 'NUM'), ('underwire', 'ADJ'), ('way', 'NOUN'), ('white', 'ADJ'), ('wire', 'NOUN')]"
1167,feelmax,basic black blue clothe cotton feelmax grey ladies men navy pink red shoe size sock solid speckle stripe toe white,"[('basic', 'ADJ'), ('black', 'ADJ'), ('blue', 'ADJ'), ('clothe', 'NOUN'), ('cotton', 'NOUN'), ('feelmax', 'NOUN'), ('grey', 'NOUN'), ('ladies', 'NOUN'), ('men', 'NOUN'), ('navy', 'NOUN'), ('pink', 'ADJ'), ('red', 'ADJ'), ('shoe', 'NOUN'), ('size', 'NOUN'), ('sock', 'NOUN'), ('solid', 'ADJ'), ('speckle', 'NOUN'), ('stripe', 'NOUN'), ('toe', 'NOUN'), ('white', 'ADJ')]"
1168,feetures,clothe cushion cut feetures large light low quarter show sock tennis ultra,"[('clothe', 'NOUN'), ('cushion', 'NOUN'), ('cut', 'VERB'), ('feetures', 'VERB'), ('large', 'ADJ'), ('light', 'ADJ'), ('low', 'ADJ'), ('quarter', 'NOUN'), ('show', 'NOUN'), ('sock', 'NOUN'), ('tennis', 'NOUN'), ('ultra', 'ADJ')]"
1169,felina,antique bare beige bikini black blush boyshorts bra buff bust clothe contour convertible ddd demi desirables essentials felina flame full gel gelina graduate harlow hide hint lace large laurel low medium midnight nicole panty push rise seamless skin small smooth strapless style tessa thong underwire unlined victoria white wire women,"[('antique', 'ADJ'), ('bare', 'ADJ'), ('beige', 'ADJ'), ('bikini', 'ADJ'), ('black', 'ADJ'), ('blush', 'NOUN'), ('boyshorts', 'NOUN'), ('bra', 'VERB'), ('buff', 'NOUN'), ('bust', 'NOUN'), ('clothe', 'NOUN'), ('contour', 'NOUN'), ('convertible', 'ADJ'), ('ddd', 'NOUN'), ('demi', 'NOUN'), ('desirables', 'VERB'), ('essentials', 'NOUN'), ('felina', 'ADJ'), ('flame', 'NOUN'), ('full', 'ADJ'), ('gel', 'NOUN'), ('gelina', 'ADJ'), ('graduate', 'VERB'), ('harlow', 'ADJ'), ('hide', 'NOUN'), ('hint', 'NOUN'), ('lace', 'VERB'), ('large', 'ADJ'), ('laurel', 'NOUN'), ('low', 'ADJ'), ('medium', 'ADJ'), ('midnight', 'NOUN'), ('nicole', 'ADJ'), ('panty', 'ADJ'), ('push', 'NOUN'), ('rise', 'VERB'), ('seamless', 'ADJ'), ('skin', 'NOUN'), ('small', 'ADJ'), ('smooth', 'ADJ'), ('strapless', 'ADJ'), ('style', 'NOUN'), ('tessa', 'NOUN'), ('thong', 'NOUN'), ('underwire', 'ADJ'), ('unlined', 'VERB'), ('victoria', 'ADJ'), ('white', 'ADJ'), ('wire', 'NOUN'), ('women', 'NOUN')]"
1170,felix,bag cat city clothe felix hat jersey shirt shoelaces,"[('bag', 'NOUN'), ('cat', 'NOUN'), ('city', 'NOUN'), ('clothe', 'NOUN'), ('felix', 'NOUN'), ('hat', 'NOUN'), ('jersey', 'NOUN'), ('shirt', 'NOUN'), ('shoelaces', 'NOUN')]"
1171,felon,belt bottle buckle clip clothe drink felon fight money opener,"[('belt', 'NOUN'), ('bottle', 'NOUN'), ('buckle', 'VERB'), ('clip', 'NOUN'), ('clothe', 'NOUN'), ('drink', 'NOUN'), ('felon', 'NOUN'), ('fight', 'NOUN'), ('money', 'NOUN'), ('opener', 'NOUN')]"
1172,fender,belt black clothe cotton fender fit logo men military one red size,"[('belt', 'NOUN'), ('black', 'ADJ'), ('clothe', 'NOUN'), ('cotton', 'NOUN'), ('fender', 'NOUN'), ('fit', 'ADJ'), ('logo', 'NOUN'), ('men', 'NOUN'), ('military', 'NOUN'), ('one', 'NUM'), ('red', 'ADJ'), ('size', 'NOUN')]"
1173,fendi,aviator bag baguette baquette beige black blue border brown canvas clothe code color compilation dark denim emboss fade fashion fendi floral fold frame gradient gray grey handbag handbags jour large leather lens lenses lilac logo mama mamma media mini mogano nero panna pebbled pink plastic red rosso satchel shop size small spy sunglasses tan tortuga tote totora trim turquoise wallet white women womens zucca zuccha zucchino,"[('aviator', 'NOUN'), ('bag', 'NOUN'), ('baguette', 'NOUN'), ('baquette', 'NOUN'), ('beige', 'ADJ'), ('black', 'ADJ'), ('blue', 'ADJ'), ('border', 'NOUN'), ('brown', 'ADJ'), ('canvas', 'NOUN'), ('clothe', 'NOUN'), ('code', 'NOUN'), ('color', 'NOUN'), ('compilation', 'NOUN'), ('dark', 'NOUN'), ('denim', 'NOUN'), ('emboss', 'ADV'), ('fade', 'NOUN'), ('fashion', 'NOUN'), ('fendi', 'VERB'), ('floral', 'ADJ'), ('fold', 'ADJ'), ('frame', 'NOUN'), ('gradient', 'NOUN'), ('gray', 'ADJ'), ('grey', 'ADJ'), ('handbag', 'NOUN'), ('handbags', 'NOUN'), ('jour', 'X'), ('large', 'ADJ'), ('leather', 'NOUN'), ('lens', 'NOUN'), ('lenses', 'NOUN'), ('lilac', 'VERB'), ('logo', 'VERB'), ('mama', 'NOUN'), ('mamma', 'NOUN'), ('media', 'NOUN'), ('mini', 'ADJ'), ('mogano', 'NOUN'), ('nero', 'NOUN'), ('panna', 'NOUN'), ('pebbled', 'VERB'), ('pink', 'ADJ'), ('plastic', 'NOUN'), ('red', 'ADJ'), ('rosso', 'NOUN'), ('satchel', 'NOUN'), ('shop', 'NOUN'), ('size', 'NOUN'), ('small', 'ADJ'), ('spy', 'NOUN'), ('sunglasses', 'NOUN'), ('tan', 'VERB'), ('tortuga', 'NOUN'), ('tote', 'NOUN'), ('totora', 'NOUN'), ('trim', 'NOUN'), ('turquoise', 'NOUN'), ('wallet', 'NOUN'), ('white', 'ADJ'), ('women', 'NOUN'), ('womens', 'VERB'), ('zucca', 'NOUN'), ('zuccha', 'NOUN'), ('zucchino', 'NOUN')]"
1174,ferrari,beanie clothe ferrari gray red reversible shield tee,"[('beanie', 'VERB'), ('clothe', 'NOUN'), ('ferrari', 'ADJ'), ('gray', 'ADJ'), ('red', 'ADJ'), ('reversible', 'ADJ'), ('shield', 'NOUN'), ('tee', 'NOUN')]"
1175,ferrecci,boys clothe elegant jacket mens pant piece suit three velvet,"[('boys', 'NOUN'), ('clothe', 'VERB'), ('elegant', 'ADJ'), ('jacket', 'NOUN'), ('mens', 'VERB'), ('pant', 'ADJ'), ('piece', 'NOUN'), ('suit', 'NOUN'), ('three', 'NUM'), ('velvet', 'NOUN')]"
1176,field & stream,card case clip clothe field grand hide holder men money mountain passcase rocky slim stream streammen teton wallet way,"[('card', 'NOUN'), ('case', 'NOUN'), ('clip', 'VERB'), ('clothe', 'NOUN'), ('field', 'NOUN'), ('grand', 'ADJ'), ('hide', 'NOUN'), ('holder', 'NOUN'), ('men', 'NOUN'), ('money', 'NOUN'), ('mountain', 'NOUN'), ('passcase', 'NOUN'), ('rocky', 'ADJ'), ('slim', 'ADJ'), ('stream', 'NOUN'), ('streammen', 'NOUN'), ('teton', 'NOUN'), ('wallet', 'NOUN'), ('way', 'NOUN')]"
1177,fiesta,back bridesmaid brown clothe deep dress halter neck open prom red satin sexy strapless xlarge xxxlarge,"[('back', 'ADV'), ('bridesmaid', 'ADJ'), ('brown', 'ADJ'), ('clothe', 'NOUN'), ('deep', 'ADJ'), ('dress', 'NOUN'), ('halter', 'ADJ'), ('neck', 'NOUN'), ('open', 'ADJ'), ('prom', 'NOUN'), ('red', 'ADJ'), ('satin', 'NOUN'), ('sexy', 'ADJ'), ('strapless', 'ADJ'), ('xlarge', 'NOUN'), ('xxxlarge', 'NOUN')]"
1178,fifa,clothe cup fifa poland shirt stencil tobago trinidad world,"[('clothe', 'NOUN'), ('cup', 'NOUN'), ('fifa', 'ADJ'), ('poland', 'NOUN'), ('shirt', 'NOUN'), ('stencil', 'NOUN'), ('tobago', 'ADJ'), ('trinidad', 'NOUN'), ('world', 'NOUN')]"
1179,figi graphics,clothe figi frame graphics hinge western,"[('clothe', 'NOUN'), ('figi', 'NOUN'), ('frame', 'NOUN'), ('graphics', 'NOUN'), ('hinge', 'VERB'), ('western', 'ADJ')]"
1180,figures inc,adult belt blank cena championship clothe john kid plate raw replica size spinner wwe,"[('adult', 'NOUN'), ('belt', 'NOUN'), ('blank', 'ADJ'), ('cena', 'NOUN'), ('championship', 'NOUN'), ('clothe', 'NOUN'), ('john', 'PROPN'), ('kid', 'NOUN'), ('plate', 'NOUN'), ('raw', 'ADJ'), ('replica', 'NOUN'), ('size', 'NOUN'), ('spinner', 'NOUN'), ('wwe', 'NOUN')]"
1181,figures toy co.,clothe mask mysterio replica rey white wrestle wwe,"[('clothe', 'NOUN'), ('mask', 'NOUN'), ('mysterio', 'NOUN'), ('replica', 'VERB'), ('rey', 'NOUN'), ('white', 'ADJ'), ('wrestle', 'NOUN'), ('wwe', 'NOUN')]"
1182,fila,black blue clothe cocoa fila green jumpsuit milk prato red settanta skirt velour women,"[('black', 'ADJ'), ('blue', 'ADJ'), ('clothe', 'NOUN'), ('cocoa', 'NOUN'), ('fila', 'ADJ'), ('green', 'ADJ'), ('jumpsuit', 'NOUN'), ('milk', 'NOUN'), ('prato', 'NOUN'), ('red', 'ADJ'), ('settanta', 'NOUN'), ('skirt', 'NOUN'), ('velour', 'NOUN'), ('women', 'NOUN')]"
1183,filofax,balmoral case clothe filofax flip jotpad palm top,"[('balmoral', 'ADJ'), ('case', 'NOUN'), ('clothe', 'NOUN'), ('filofax', 'ADJ'), ('flip', 'ADJ'), ('jotpad', 'NOUN'), ('palm', 'NOUN'), ('top', 'NOUN')]"
1184,finale gloves,black bow bridal button clothe color cottonlovers delicate diamond double elastic esprit extra fingerless finish formal glove gloves hem ivory lace length match matte mousquetaire nylon open opera pearl point prom quot satin scallop sheer shell shiny shirr shortie side sleeve slip spandex stitch stretch tulle weave wed white wrist,"[('black', 'ADJ'), ('bow', 'NOUN'), ('bridal', 'ADJ'), ('button', 'NOUN'), ('clothe', 'NOUN'), ('color', 'NOUN'), ('cottonlovers', 'NOUN'), ('delicate', 'VERB'), ('diamond', 'NOUN'), ('double', 'ADJ'), ('elastic', 'ADJ'), ('esprit', 'ADJ'), ('extra', 'ADJ'), ('fingerless', 'ADJ'), ('finish', 'NOUN'), ('formal', 'ADJ'), ('glove', 'NOUN'), ('gloves', 'NOUN'), ('hem', 'DET'), ('ivory', 'NOUN'), ('lace', 'NOUN'), ('length', 'NOUN'), ('match', 'NOUN'), ('matte', 'NOUN'), ('mousquetaire', 'NOUN'), ('nylon', 'NOUN'), ('open', 'ADJ'), ('opera', 'NOUN'), ('pearl', 'NOUN'), ('point', 'NOUN'), ('prom', 'NOUN'), ('quot', 'NOUN'), ('satin', 'NOUN'), ('scallop', 'VERB'), ('sheer', 'ADJ'), ('shell', 'NOUN'), ('shiny', 'ADJ'), ('shirr', 'NOUN'), ('shortie', 'NOUN'), ('side', 'NOUN'), ('sleeve', 'NOUN'), ('slip', 'NOUN'), ('spandex', 'NOUN'), ('stitch', 'NOUN'), ('stretch', 'NOUN'), ('tulle', 'NOUN'), ('weave', 'NOUN'), ('we', 'PRON'), ('d', 'AUX'), ('white', 'ADJ'), ('wrist', 'NOUN')]"
1185,finders key purse,breast cancer chain clothe finders flip flop key lips pink purse red ribbon,"[('breast', 'NOUN'), ('cancer', 'NOUN'), ('chain', 'NOUN'), ('clothe', 'NOUN'), ('finders', 'NOUN'), ('flip', 'VERB'), ('flop', 'VERB'), ('key', 'ADJ'), ('lips', 'NOUN'), ('pink', 'ADJ'), ('purse', 'NOUN'), ('red', 'ADJ'), ('ribbon', 'NOUN')]"
1186,fire,clothe csi embroider hat,"[('clothe', 'NOUN'), ('csi', 'ADJ'), ('embroider', 'NOUN'), ('hat', 'NOUN')]"
1187,firestoreonline,blue clothe grey line shirt thin,"[('blue', 'ADJ'), ('clothe', 'NOUN'), ('grey', 'ADJ'), ('line', 'NOUN'), ('shirt', 'NOUN'), ('thin', 'ADV')]"
1188,first fantasies,accessories accessory adult ankle bad bat beauty black boot braid character choker clothe costume deluxe devil fairy fancy girl girls gothic great harry house include indian large license licious maid marian meanor medium miss msmts pitchfork potter pre queen red renaissance run saloon scarf see set shoe size slytherin small std stock tan teen wig women womens,"[('accessories', 'NOUN'), ('accessory', 'NOUN'), ('adult', 'NOUN'), ('ankle', 'NOUN'), ('bad', 'ADJ'), ('bat', 'NOUN'), ('beauty', 'NOUN'), ('black', 'ADJ'), ('boot', 'NOUN'), ('braid', 'NOUN'), ('character', 'NOUN'), ('choker', 'NOUN'), ('clothe', 'NOUN'), ('costume', 'VERB'), ('deluxe', 'ADJ'), ('devil', 'DET'), ('fairy', 'NOUN'), ('fancy', 'ADJ'), ('girl', 'NOUN'), ('girls', 'NOUN'), ('gothic', 'ADJ'), ('great', 'ADJ'), ('harry', 'ADJ'), ('house', 'NOUN'), ('include', 'VERB'), ('indian', 'ADJ'), ('large', 'ADJ'), ('license', 'NOUN'), ('licious', 'ADJ'), ('maid', 'ADJ'), ('marian', 'ADJ'), ('meanor', 'NOUN'), ('medium', 'ADJ'), ('miss', 'NOUN'), ('msmts', 'NOUN'), ('pitchfork', 'NOUN'), ('potter', 'NOUN'), ('pre', 'X'), ('queen', 'ADJ'), ('red', 'ADJ'), ('renaissance', 'NOUN'), ('run', 'NOUN'), ('saloon', 'NOUN'), ('scarf', 'NOUN'), ('see', 'VERB'), ('set', 'NOUN'), ('shoe', 'NOUN'), ('size', 'NOUN'), ('slytherin', 'NOUN'), ('small', 'ADJ'), ('std', 'NOUN'), ('stock', 'NOUN'), ('tan', 'NOUN'), ('teen', 'NOUN'), ('wig', 'NOUN'), ('women', 'NOUN'), ('womens', 'VERB')]"
1189,first fantasies-costume cuzzins inc.,aladin attach bikini clothe comfy costume cute deluxe elmo footies fun fur grey include infant inflatable kid lamp medium months one panty plush run sesame size small streets tiger toddler vest western zipper,"[('aladin', 'ADJ'), ('attach', 'NOUN'), ('bikini', 'NOUN'), ('clothe', 'NOUN'), ('comfy', 'NOUN'), ('costume', 'NOUN'), ('cute', 'ADJ'), ('deluxe', 'NOUN'), ('elmo', 'ADJ'), ('footies', 'NOUN'), ('fun', 'ADJ'), ('fur', 'NOUN'), ('grey', 'NOUN'), ('include', 'VERB'), ('infant', 'NOUN'), ('inflatable', 'ADJ'), ('kid', 'NOUN'), ('lamp', 'NOUN'), ('medium', 'ADJ'), ('months', 'NOUN'), ('one', 'NUM'), ('panty', 'NOUN'), ('plush', 'ADJ'), ('run', 'NOUN'), ('sesame', 'ADJ'), ('size', 'NOUN'), ('small', 'ADJ'), ('streets', 'NOUN'), ('tiger', 'NOUN'), ('toddler', 'NOUN'), ('vest', 'ADJ'), ('western', 'ADJ'), ('zipper', 'NOUN')]"
1190,first wave,board clothe first short wave,"[('board', 'NOUN'), ('clothe', 'NOUN'), ('first', 'ADJ'), ('short', 'ADJ'), ('wave', 'NOUN')]"
1191,fishboy,angler bass bassturd basswipe bay big bite blue bone brain cap clothe control cotton deluxe dumbass embroider fat fish fishbones fishboy girl hat hooky large look low make medium mermaid mustard play profile quit shirt sleeve small star women,"[('angler', 'ADJ'), ('bass', 'NOUN'), ('bassturd', 'NOUN'), ('basswipe', 'NOUN'), ('bay', 'NOUN'), ('big', 'ADJ'), ('bite', 'NOUN'), ('blue', 'ADJ'), ('bone', 'NOUN'), ('brain', 'NOUN'), ('cap', 'NOUN'), ('clothe', 'NOUN'), ('control', 'NOUN'), ('cotton', 'NOUN'), ('deluxe', 'ADJ'), ('dumbass', 'NOUN'), ('embroider', 'ADJ'), ('fat', 'ADJ'), ('fish', 'NOUN'), ('fishbones', 'NOUN'), ('fishboy', 'VERB'), ('girl', 'NOUN'), ('hat', 'NOUN'), ('hooky', 'VERB'), ('large', 'ADJ'), ('look', 'NOUN'), ('low', 'ADV'), ('make', 'VERB'), ('medium', 'ADJ'), ('mermaid', 'ADJ'), ('mustard', 'NOUN'), ('play', 'NOUN'), ('profile', 'NOUN'), ('quit', 'NOUN'), ('shirt', 'NOUN'), ('sleeve', 'ADJ'), ('small', 'ADJ'), ('star', 'NOUN'), ('women', 'NOUN')]"
1192,fisher-price,aang avatar clothe staff,"[('aang', 'NOUN'), ('avatar', 'NOUN'), ('clothe', 'NOUN'), ('staff', 'NOUN')]"
1193,fishpond,clothe fishpond hydration replacement reservoir waterlog,"[('clothe', 'NOUN'), ('fishpond', 'NOUN'), ('hydration', 'NOUN'), ('replacement', 'NOUN'), ('reservoir', 'NOUN'), ('waterlog', 'VERB')]"
1194,fit couture,beach cami capri chelsea clothe double drawstring fit fold foldover madrid miami neck palm pant relax rio strap top vegas waist waistband yoga,"[('beach', 'NOUN'), ('cami', 'NOUN'), ('capri', 'NOUN'), ('chelsea', 'NOUN'), ('clothe', 'NOUN'), ('double', 'ADJ'), ('drawstring', 'NOUN'), ('fit', 'ADJ'), ('fold', 'NOUN'), ('foldover', 'NOUN'), ('madrid', 'ADJ'), ('miami', 'NOUN'), ('neck', 'NOUN'), ('palm', 'NOUN'), ('pant', 'NOUN'), ('relax', 'VERB'), ('rio', 'NOUN'), ('strap', 'NOUN'), ('top', 'ADJ'), ('vegas', 'ADJ'), ('waist', 'NOUN'), ('waistband', 'NOUN'), ('yoga', 'NOUN')]"
1195,fitbit,blue charge fitness flyer headphones ionic nightfall wireless,"[('blue', 'ADJ'), ('charge', 'NOUN'), ('fitness', 'NOUN'), ('flyer', 'NOUN'), ('headphones', 'VERB'), ('ionic', 'ADJ'), ('nightfall', 'NOUN'), ('wireless', 'NOUN')]"
1196,fitco,bill black bulb clothe coffin costume evil foot halloween kill light lrg med nurse realistic six size,"[('bill', 'NOUN'), ('black', 'ADJ'), ('bulb', 'ADJ'), ('clothe', 'NOUN'), ('coffin', 'NOUN'), ('costume', 'NOUN'), ('evil', 'ADJ'), ('foot', 'NOUN'), ('halloween', 'NOUN'), ('kill', 'VERB'), ('light', 'ADJ'), ('lrg', 'NOUN'), ('med', 'VERB'), ('nurse', 'NOUN'), ('realistic', 'ADJ'), ('six', 'NUM'), ('size', 'NOUN')]"
1197,fla orthopedics,activa anti athletic available calf care close color cross diamond dress embolism fla hatch health high highs hosiery knee lace mmhg pattern personal sheer size small sock stock support therapy thigh toe top various women,"[('activa', 'VERB'), ('anti', 'ADJ'), ('athletic', 'ADJ'), ('available', 'ADJ'), ('calf', 'NOUN'), ('care', 'NOUN'), ('close', 'ADJ'), ('color', 'NOUN'), ('cross', 'NOUN'), ('diamond', 'NOUN'), ('dress', 'NOUN'), ('embolism', 'NOUN'), ('fla', 'NOUN'), ('hatch', 'NOUN'), ('health', 'NOUN'), ('high', 'ADJ'), ('highs', 'NOUN'), ('hosiery', 'NOUN'), ('knee', 'NOUN'), ('lace', 'NOUN'), ('mmhg', 'ADJ'), ('pattern', 'NOUN'), ('personal', 'ADJ'), ('sheer', 'ADJ'), ('size', 'NOUN'), ('small', 'ADJ'), ('sock', 'NOUN'), ('stock', 'NOUN'), ('support', 'NOUN'), ('therapy', 'NOUN'), ('thigh', 'NOUN'), ('toe', 'NOUN'), ('top', 'ADJ'), ('various', 'ADJ'), ('women', 'NOUN')]"
1198,flagline,beat black booty clothe coast continue crest flag fly green guard hard hat hire mia military necktie patch pinlock pirate point pow rum safety shirt siby single surrender tekk tie time xlr,"[('beat', 'VERB'), ('black', 'ADJ'), ('booty', 'NOUN'), ('clothe', 'NOUN'), ('coast', 'NOUN'), ('continue', 'VERB'), ('crest', 'NOUN'), ('flag', 'NOUN'), ('fly', 'VERB'), ('green', 'ADJ'), ('guard', 'NOUN'), ('hard', 'ADJ'), ('hat', 'NOUN'), ('hire', 'NOUN'), ('mia', 'NOUN'), ('military', 'ADJ'), ('necktie', 'NOUN'), ('patch', 'NOUN'), ('pinlock', 'NOUN'), ('pirate', 'NOUN'), ('point', 'NOUN'), ('pow', 'NOUN'), ('rum', 'NOUN'), ('safety', 'NOUN'), ('shirt', 'NOUN'), ('siby', 'VERB'), ('single', 'ADJ'), ('surrender', 'NOUN'), ('tekk', 'NOUN'), ('tie', 'NOUN'), ('time', 'NOUN'), ('xlr', 'NOUN')]"
1199,flame,accessory bandana clothe count flame party,"[('accessory', 'NOUN'), ('bandana', 'NOUN'), ('clothe', 'NOUN'), ('count', 'NOUN'), ('flame', 'NOUN'), ('party', 'NOUN')]"
1200,flash gordon,clothe flash gordon logo shirt vintage,"[('clothe', 'NOUN'), ('flash', 'NOUN'), ('gordon', 'ADJ'), ('logo', 'NOUN'), ('shirt', 'NOUN'), ('vintage', 'NOUN')]"
1201,flat bill,bill blue cap clothe fit flat hat maroon pink plain royal size white,"[('bill', 'NOUN'), ('blue', 'ADJ'), ('cap', 'NOUN'), ('clothe', 'NOUN'), ('fit', 'ADJ'), ('flat', 'ADJ'), ('hat', 'NOUN'), ('maroon', 'NOUN'), ('pink', 'VERB'), ('plain', 'ADV'), ('royal', 'ADJ'), ('size', 'NOUN'), ('white', 'ADJ')]"
1202,flexees,avg band beige black blush body bodyliner boy brief briefer bronze cami camisole clothe contour control convertible cut everyday fabulous figure firm fit flexees full instant lace large leg liner long medium moderate modify nearly nipper nude one pant panty pearl plus shaper shapewear show size slimmer slip small strap strapless thigh thong torso trim underwire unitard update value waist waistnipper waistshaper white women,"[('avg', 'VERB'), ('band', 'NOUN'), ('beige', 'ADJ'), ('black', 'ADJ'), ('blush', 'NOUN'), ('body', 'NOUN'), ('bodyliner', 'NOUN'), ('boy', 'NOUN'), ('brief', 'ADJ'), ('briefer', 'ADJ'), ('bronze', 'NOUN'), ('cami', 'NOUN'), ('camisole', 'VERB'), ('clothe', 'NOUN'), ('contour', 'NOUN'), ('control', 'NOUN'), ('convertible', 'ADJ'), ('cut', 'VERB'), ('everyday', 'ADJ'), ('fabulous', 'ADJ'), ('figure', 'NOUN'), ('firm', 'NOUN'), ('fit', 'NOUN'), ('flexees', 'NOUN'), ('full', 'ADJ'), ('instant', 'ADJ'), ('lace', 'NOUN'), ('large', 'ADJ'), ('leg', 'NOUN'), ('liner', 'NOUN'), ('long', 'ADJ'), ('medium', 'ADJ'), ('moderate', 'ADJ'), ('modify', 'NOUN'), ('nearly', 'ADV'), ('nipper', 'ADJ'), ('nude', 'ADJ'), ('one', 'NUM'), ('pant', 'ADJ'), ('panty', 'ADJ'), ('pearl', 'NOUN'), ('plus', 'CCONJ'), ('shaper', 'ADJ'), ('shapewear', 'NOUN'), ('show', 'NOUN'), ('size', 'NOUN'), ('slimmer', 'NOUN'), ('slip', 'NOUN'), ('small', 'ADJ'), ('strap', 'NOUN'), ('strapless', 'ADJ'), ('thigh', 'NOUN'), ('thong', 'NOUN'), ('torso', 'NOUN'), ('trim', 'NOUN'), ('underwire', 'ADJ'), ('unitard', 'ADJ'), ('update', 'NOUN'), ('value', 'NOUN'), ('waist', 'NOUN'), ('waistnipper', 'NOUN'), ('waistshaper', 'NOUN'), ('white', 'ADJ'), ('women', 'NOUN')]"
1203,flexfit,brush cap clothe flexfit structure twill,"[('brush', 'NOUN'), ('cap', 'NOUN'), ('clothe', 'NOUN'), ('flexfit', 'NOUN'), ('structure', 'NOUN'), ('twill', 'NOUN')]"
1204,flexson,flexson mount pack play sonos speakers wall white,"[('flexson', 'NOUN'), ('mount', 'VERB'), ('pack', 'NOUN'), ('play', 'NOUN'), ('sonos', 'NOUN'), ('speakers', 'NOUN'), ('wall', 'NOUN'), ('white', 'ADJ')]"
1205,flipper,clothe flipper holder toothbrush travel,"[('clothe', 'NOUN'), ('flipper', 'NOUN'), ('holder', 'NOUN'), ('toothbrush', 'NOUN'), ('travel', 'NOUN')]"
1206,florsheim accessories,accessories clothe florsheim shoe tree woodard,"[('accessories', 'NOUN'), ('clothe', 'VERB'), ('florsheim', 'VERB'), ('shoe', 'NOUN'), ('tree', 'NOUN'), ('woodard', 'ADV')]"
1207,floto,attache bag black brief briefcase brown carryon case casiana ciabatta clothe doctor duffle floto garment handbag italian lap laptop large leather luggage medium messenger milano mini one orange piana positano red roma set shoulder size suitcase top tote trastevere travel trolley tuscan vecchio venezia weekend wheel,"[('attache', 'NOUN'), ('bag', 'NOUN'), ('black', 'ADJ'), ('brief', 'ADJ'), ('briefcase', 'NOUN'), ('brown', 'ADJ'), ('carryon', 'NOUN'), ('case', 'NOUN'), ('casiana', 'NOUN'), ('ciabatta', 'NOUN'), ('clothe', 'NOUN'), ('doctor', 'NOUN'), ('duffle', 'ADJ'), ('floto', 'ADJ'), ('garment', 'NOUN'), ('handbag', 'NOUN'), ('italian', 'ADJ'), ('lap', 'NOUN'), ('laptop', 'NOUN'), ('large', 'ADJ'), ('leather', 'NOUN'), ('luggage', 'NOUN'), ('medium', 'NOUN'), ('messenger', 'NOUN'), ('milano', 'NOUN'), ('mini', 'ADJ'), ('one', 'NUM'), ('orange', 'ADJ'), ('piana', 'NOUN'), ('positano', 'NOUN'), ('red', 'ADJ'), ('roma', 'NOUN'), ('set', 'NOUN'), ('shoulder', 'NOUN'), ('size', 'NOUN'), ('suitcase', 'NOUN'), ('top', 'ADJ'), ('tote', 'NOUN'), ('trastevere', 'NOUN'), ('travel', 'NOUN'), ('trolley', 'NOUN'), ('tuscan', 'ADJ'), ('vecchio', 'NOUN'), ('venezia', 'NOUN'), ('weekend', 'NOUN'), ('wheel', 'NOUN')]"
1208,floto imports,brown clothe color duffel leather quot torino travel vecchio,"[('brown', 'ADJ'), ('clothe', 'NOUN'), ('color', 'NOUN'), ('duffel', 'VERB'), ('leather', 'NOUN'), ('quot', 'NOUN'), ('torino', 'NOUN'), ('travel', 'NOUN'), ('vecchio', 'NOUN')]"
